order_id,F1_XGB,F1_BERT,F1_diff(BERT-XGB),True_size,XGB_pred_size,BERT_pred_size
747621,0.7499999999999999,0.7499999999999999,0.0,3,5,5
1309589,1.0,1.0,0.0,9,9,9
3303971,1.0,1.0,0.0,14,14,14
1000029,0.6666666666666666,0.6666666666666666,0.0,4,8,8
1557848,0.761904761904762,0.761904761904762,0.0,8,13,13
1791095,0.888888888888889,0.888888888888889,0.0,4,5,5
2302884,0.8571428571428571,0.8571428571428571,0.0,3,4,4
2501271,1.0,1.0,0.0,4,4,4
379307,0.8750000000000001,0.8750000000000001,0.0,7,9,9
473107,0.2666666666666667,0.2666666666666667,0.0,2,13,13
1045700,1.0,1.0,0.0,7,7,7
558160,0.5454545454545454,0.5454545454545454,0.0,3,8,8
636298,0.6,0.6,0.0,3,7,7
1944468,0.31578947368421056,0.34782608695652173,0.032036613272311165,4,15,19
3283468,0.6666666666666666,0.6666666666666666,0.0,5,10,10
654132,0.8571428571428571,0.8571428571428571,0.0,6,8,8
1596894,0.7407407407407408,0.6190476190476191,-0.12169312169312174,13,14,29
2340857,1.0,1.0,0.0,2,2,2
2909753,1.0,1.0,0.0,6,6,6
837168,0.761904761904762,0.6,-0.161904761904762,9,12,21
203482,0.7692307692307693,0.7692307692307693,0.0,5,8,8
2628021,0.888888888888889,0.888888888888889,0.0,12,15,15
3162402,1.0,1.0,0.0,5,5,5
3201903,0.7777777777777778,0.7777777777777778,0.0,7,11,11
731268,0.625,0.5882352941176471,-0.03676470588235292,5,11,12
764675,0.7368421052631579,0.7368421052631579,0.0,14,24,24
2424810,0.5,0.5,0.0,1,3,3
139240,1.0,1.0,0.0,2,2,2
1507428,0.4,0.4,0.0,2,8,8
518144,0.72,0.6923076923076924,-0.02769230769230757,9,16,17
2631100,1.0,1.0,0.0,8,8,8
766258,0.6923076923076924,0.6923076923076924,0.0,9,17,17
2530661,1.0,1.0,0.0,5,5,5
2813840,0.7058823529411764,0.7058823529411764,0.0,6,11,11
1354771,0.8000000000000002,0.8055555555555556,0.005555555555555425,29,41,43
455012,0.5555555555555556,0.6,0.0444444444444444,6,12,14
1155480,0.888888888888889,0.888888888888889,0.0,4,5,5
299280,0.896551724137931,0.896551724137931,0.0,13,16,16
2964746,0.782608695652174,0.72,-0.06260869565217397,9,14,16
1310488,1.0,1.0,0.0,1,1,1
3168619,0.7586206896551725,0.7586206896551725,0.0,11,18,18
540104,0.4,0.4,0.0,1,4,4
2627836,0.5555555555555556,0.5263157894736842,-0.0292397660818714,5,13,14
778346,0.923076923076923,0.923076923076923,0.0,12,14,14
1401092,1.0,1.0,0.0,5,5,5
992658,0.8,0.8,0.0,2,3,3
687082,0.7407407407407407,0.7407407407407407,0.0,10,17,17
2770617,0.5714285714285715,0.5714285714285715,0.0,2,5,5
2988706,0.8,0.7058823529411764,-0.09411764705882364,6,9,11
971550,0.8571428571428571,0.8,-0.05714285714285705,6,8,9
1730323,0.8571428571428571,0.8571428571428571,0.0,3,4,4
395088,0.4444444444444445,0.4444444444444445,0.0,2,7,7
2128662,0.8571428571428571,0.8571428571428571,0.0,3,4,4
2234981,1.0,1.0,0.0,4,4,4
464167,0.4799999999999999,0.4799999999999999,0.0,6,19,19
2260255,0.9523809523809523,1.0,0.04761904761904767,11,10,11
12984,0.7368421052631579,0.7368421052631579,0.0,7,12,12
2574793,0.5,0.5,0.0,1,3,3
1788062,1.0,1.0,0.0,1,1,1
2540911,0.923076923076923,0.923076923076923,0.0,6,7,7
2742399,0.4,0.33333333333333337,-0.06666666666666665,1,4,5
1370518,0.5714285714285714,0.6086956521739131,0.037267080745341685,7,14,16
844243,0.6666666666666666,0.6666666666666666,0.0,1,2,2
1790436,0.923076923076923,0.923076923076923,0.0,6,7,7
3092466,1.0,1.0,0.0,1,1,1
1004922,1.0,1.0,0.0,5,5,5
768199,0.923076923076923,0.923076923076923,0.0,6,7,7
2821222,0.962962962962963,0.962962962962963,0.0,13,14,14
336640,0.9411764705882353,0.9411764705882353,0.0,8,9,9
882096,0.761904761904762,0.761904761904762,0.0,8,13,13
549248,0.4444444444444445,0.4444444444444445,0.0,2,7,7
1464591,0.8,1.0,0.19999999999999996,3,2,3
18975,1.0,1.0,0.0,19,19,19
3015912,0.7142857142857143,0.7142857142857143,0.0,5,9,9
1860362,0.7826086956521738,0.7692307692307693,-0.013377926421404562,10,13,16
1616529,0.7692307692307693,0.7692307692307693,0.0,5,8,8
836660,0.7096774193548387,0.7647058823529412,0.05502846299810249,13,18,21
883425,1.0,1.0,0.0,2,2,2
1813522,0.3333333333333333,0.5333333333333333,0.2,4,8,11
1057023,0.2222222222222222,0.2222222222222222,0.0,1,8,8
116348,0.6486486486486487,0.6486486486486487,0.0,12,25,25
2000933,0.5714285714285715,0.5,-0.07142857142857151,2,5,6
2495611,0.888888888888889,0.888888888888889,0.0,12,15,15
3057029,0.8235294117647058,0.8235294117647058,0.0,7,10,10
2645278,0.6666666666666666,0.6666666666666666,0.0,4,8,8
1179970,0.9090909090909091,0.9090909090909091,0.0,15,18,18
3339407,0.2857142857142857,0.25,-0.0357142857142857,1,6,7
979574,1.0,1.0,0.0,2,2,2
3002116,0.888888888888889,0.888888888888889,0.0,8,10,10
103692,0.8,0.8,0.0,6,9,9
1397668,0.7499999999999999,0.7499999999999999,0.0,3,5,5
1449630,0.8,0.8,0.0,2,3,3
1867296,0.7692307692307693,0.7692307692307693,0.0,5,8,8
3285507,1.0,1.0,0.0,12,12,12
